heder	Length	GC_amont	CG_precent
>lcl|NC_001136.10_cds_NP_010688.4_1315 	1023	406	39.69 %
>lcl|NC_001136.10_cds_NP_010690.1_1316 	1470	558	37.96 %
>lcl|NC_001136.10_cds_NP_010691.1_1317 	1611	599	37.18 %
>lcl|NC_001136.10_cds_NP_010692.3_1318 	516	200	38.76 %
>lcl|NC_001136.10_cds_NP_010693.3_1319 	792	378	47.73 %
>lcl|NC_001136.10_cds_NP_010694.1_1320 	4590	1893	41.24 %
>lcl|NC_001136.10_cds_NP_010695.1_1321 	3870	1410	36.43 %
>lcl|NC_001136.10_cds_NP_010696.3_1322 	645	309	47.91 %
>lcl|NC_001136.10_cds_NP_010697.3_1323 	2715	1067	39.30 %
>lcl|NC_001136.10_cds_NP_010698.1_1324 	720	271	37.64 %
>lcl|NC_001136.10_cds_NP_010699.1_1325 	1026	452	44.05 %
>lcl|NC_001136.10_cds_NP_010700.3_1326 	708	272	38.42 %
>lcl|NC_001136.10_cds_NP_010702.4_1327 	1089	404	37.10 %
>lcl|NC_001136.10_cds_NP_010703.1_1328 	1125	455	40.44 %
>lcl|NC_001136.10_cds_NP_010704.1_1329 	2580	953	36.94 %
>lcl|NC_001136.10_cds_NP_010706.3_1330 	498	211	42.37 %
>lcl|NC_001136.10_cds_NP_010707.3_1331 	1899	739	38.92 %
>lcl|NC_001136.10_cds_NP_010708.1_1332 	5409	2301	42.54 %
>lcl|NC_001136.10_cds_NP_010709.1_1333 	2853	1106	38.77 %
>lcl|NC_001136.10_cds_NP_010710.4_1334 	2448	980	40.03 %
>lcl|NC_001136.10_cds_NP_010711.3_1335 	1230	518	42.11 %
>lcl|NC_001136.10_cds_NP_010713.1_1337 	1878	683	36.37 %
>lcl|NC_001136.10_cds_NP_010715.3_1338 	1182	398	33.67 %
>lcl|NC_001136.10_cds_NP_010716.3_1339 	786	287	36.51 %
>lcl|NC_001136.10_cds_NP_010717.1_1340 	825	338	40.97 %
>lcl|NC_001136.10_cds_NP_010718.1_1341 	2970	1152	38.79 %
>lcl|NC_001136.10_cds_NP_010720.3_1342 	1245	596	47.87 %
>lcl|NC_001136.10_cds_NP_010722.3_1343 	1605	582	36.26 %
>lcl|NC_001136.10_cds_NP_010723.1_1344 	987	399	40.43 %
>lcl|NC_001136.10_cds_NP_010724.1_1345 	2133	939	44.02 %
>lcl|NC_001136.10_cds_NP_010725.3_1346 	423	179	42.32 %
>lcl|NC_001136.10_cds_NP_010726.3_1347 	1113	438	39.35 %
>lcl|NC_001136.10_cds_NP_010727.1_1348 	1044	381	36.49 %
>lcl|NC_001136.10_cds_NP_010728.1_1349 	1749	656	37.51 %
>lcl|NC_001136.10_cds_NP_010729.3_1350 	546	229	41.94 %
>lcl|NC_001136.10_cds_NP_010731.3_1351 	4263	1655	38.82 %
>lcl|NC_001136.10_cds_NP_010732.1_1352 	2064	831	40.26 %
>lcl|NC_001136.10_cds_NP_010734.1_1353 	909	333	36.63 %
>lcl|NC_001136.10_cds_NP_010735.3_1354 	411	162	39.42 %
>lcl|NC_001136.10_cds_NP_010736.3_1355 	1305	540	41.38 %
>lcl|NC_001136.10_cds_NP_010737.1_1356 	1323	443	33.48 %
>lcl|NC_001136.10_cds_NP_010738.1_1357 	441	181	41.04 %
>lcl|NC_001136.10_cds_NP_010739.3_1358 	1062	454	42.75 %
>lcl|NC_001136.10_cds_NP_010740.3_1359 	2025	778	38.42 %
>lcl|NC_001136.10_cds_NP_010741.1_1360 	591	246	41.62 %
>lcl|NC_001136.10_cds_NP_010742.1_1361 	564	230	40.78 %
>lcl|NC_001136.10_cds_NP_010744.3_1362 	1902	731	38.43 %
>lcl|NC_001136.10_cds_NP_010745.3_1363 	9807	3653	37.25 %
>lcl|NC_001136.10_cds_NP_010746.1_1364 	1992	718	36.04 %
>lcl|NC_001136.10_cds_NP_010747.1_1365 	1125	452	40.18 %
>lcl|NC_001136.10_cds_NP_010748.3_1366 	966	381	39.44 %
>lcl|NC_001136.10_cds_NP_010750.1_1369 	444	205	46.17 %
>lcl|NC_001136.10_cds_NP_010751.4_1370 	1560	647	41.47 %
>lcl|NC_001136.10_cds_NP_010752.3_1371 	4308	1709	39.67 %
>lcl|NC_001136.10_cds_NP_010753.1_1372 	1239	494	39.87 %
>lcl|NC_001136.10_cds_NP_010754.1_1373 	2697	1046	38.78 %
>lcl|NC_001136.10_cds_NP_010756.3_1374 	675	254	37.63 %
>lcl|NC_001136.10_cds_NP_010757.3_1375 	528	194	36.74 %
>lcl|NC_001136.10_cds_NP_010758.3_1376 	1509	570	37.77 %
>lcl|NC_001136.10_cds_NP_010759.1_1377 	411	176	42.82 %
>lcl|NC_001136.10_cds_NP_010760.3_1378 	852	344	40.38 %
>lcl|NC_001136.10_cds_NP_010761.3_1379 	1410	518	36.74 %
>lcl|NC_001136.10_cds_NP_010763.2_1380 	2631	1117	42.46 %
>lcl|NC_001136.10_cds_NP_010764.1_1381 	675	352	52.15 %
>lcl|NC_001136.10_cds_NP_010765.3_1382 	1902	752	39.54 %
>lcl|NC_001136.10_cds_NP_010766.3_1383 	597	230	38.53 %
>lcl|NC_001136.10_cds_NP_010767.1_1384 	1665	661	39.70 %
>lcl|NC_001136.10_cds_NP_010768.1_1385 	972	397	40.84 %
>lcl|NC_001136.10_cds_NP_010769.3_1386 	1701	745	43.80 %
>lcl|NC_001136.10_cds_NP_010770.3_1387 	408	210	51.47 %
>lcl|NC_001136.10_cds_NP_010771.1_1388 	1329	530	39.88 %
>lcl|NC_001136.10_cds_NP_010772.1_1389 	1926	641	33.28 %
>lcl|NC_001136.10_cds_NP_010773.4_1390 	2388	922	38.61 %
>lcl|NC_001136.10_cds_NP_010774.4_1391 	690	278	40.29 %
>lcl|NC_001136.10_cds_NP_010775.1_1392 	627	278	44.34 %
>lcl|NC_001136.10_cds_NP_010776.1_1393 	1602	801	50.00 %
>lcl|NC_001136.10_cds_NP_010777.3_1394 	885	343	38.76 %
>lcl|NC_001136.10_cds_NP_010778.3_1395 	2301	983	42.72 %
>lcl|NC_001136.10_cds_NP_010780.1_1396 	951	385	40.48 %
>lcl|NC_001136.10_cds_NP_010781.1_1397 	372	163	43.82 %
>lcl|NC_001136.10_cds_NP_010782.4_1398 	1086	409	37.66 %
>lcl|NC_001136.10_cds_NP_010783.3_1399 	3036	1011	33.30 %
>lcl|NC_001136.10_cds_NP_010784.1_1400 	1971	709	35.97 %
>lcl|NC_001136.10_cds_NP_010785.1_1401 	1755	754	42.96 %
>lcl|NC_001136.10_cds_NP_010786.3_1402 	1152	488	42.36 %
>lcl|NC_001136.10_cds_NP_010787.3_1403 	2244	796	35.47 %
>lcl|NC_001136.10_cds_NP_010789.1_1405 	1566	616	39.34 %
>lcl|NC_001136.10_cds_NP_010790.3_1406 	1155	484	41.90 %
>lcl|NC_001136.10_cds_NP_010791.3_1407 	825	331	40.12 %
>lcl|NC_001136.10_cds_NP_010792.1_1408 	384	101	26.30 %
>lcl|NC_001136.10_cds_NP_010793.2_1409 	2526	935	37.02 %
>lcl|NC_001136.10_cds_NP_010794.3_1410 	1827	733	40.12 %
>lcl|NC_001136.10_cds_NP_010795.3_1411 	3429	1300	37.91 %
>lcl|NC_001136.10_cds_NP_010796.1_1412 	1992	818	41.06 %
>lcl|NC_001136.10_cds_NP_010798.1_1413 	306	132	43.14 %
>lcl|NC_001136.10_cds_NP_010799.3_1414 	402	171	42.54 %
>lcl|NC_001136.10_cds_NP_010800.3_1415 	564	233	41.31 %
>lcl|NC_001136.10_cds_NP_010801.1_1416 	432	166	38.43 %
>lcl|NC_001136.10_cds_NP_010802.1_1417 	1452	569	39.19 %
>lcl|NC_001136.10_cds_NP_010803.3_1418 	1344	464	34.52 %
>lcl|NC_001136.10_cds_NP_010804.3_1419 	1503	662	44.05 %
>lcl|NC_001136.10_cds_NP_010805.1_1420 	1119	532	47.54 %
>lcl|NC_001136.10_cds_NP_010806.1_1421 	1554	595	38.29 %
>lcl|NC_001136.10_cds_NP_010807.3_1422 	408	170	41.67 %
>lcl|NC_001136.10_cds_NP_010808.3_1423 	2319	844	36.39 %
>lcl|NC_001136.10_cds_NP_010810.1_1424 	1509	516	34.19 %
>lcl|NC_001136.10_cds_NP_010811.1_1425 	1473	555	37.68 %
>lcl|NC_001136.10_cds_NP_010812.3_1426 	1449	517	35.68 %
>lcl|NC_001136.10_cds_NP_001335763.1_1429 	330	151	45.76 %
>lcl|NC_001136.10_cds_NP_010816.4_1431 	1320	520	39.39 %
>lcl|NC_001136.10_cds_NP_010817.3_1432 	1272	488	38.36 %
>lcl|NC_001136.10_cds_NP_010818.1_1433 	384	163	42.45 %
>lcl|NC_001136.10_cds_NP_010819.1_1434 	978	426	43.56 %
>lcl|NC_001136.10_cds_NP_010820.3_1435 	1104	415	37.59 %
>lcl|NC_001136.10_cds_NP_010821.3_1436 	1158	392	33.85 %
>lcl|NC_001136.10_cds_NP_010822.1_1437 	714	291	40.76 %
>lcl|NC_001136.10_cds_NP_010823.1_1438 	1587	752	47.39 %
>lcl|NC_001136.10_cds_NP_010825.3_1439 	1710	689	40.29 %
>lcl|NC_001136.10_cds_NP_010827.3_1440 	729	306	41.98 %
>lcl|NC_001136.10_cds_NP_010828.1_1441 	1512	610	40.34 %
>lcl|NC_001136.10_cds_NP_010829.1_1442 	540	194	35.93 %
>lcl|NC_001136.10_cds_NP_010830.4_1443 	1035	402	38.84 %
>lcl|NC_001136.10_cds_NP_010831.3_1444 	363	181	49.86 %
>lcl|NC_001136.10_cds_NP_010834.1_1445 	5391	2438	45.22 %
>lcl|NC_001137.3_cds_NP_010835.1_1446 	3834	1762	45.96 %
>lcl|NC_001137.3_cds_NP_010836.1_1447 	651	295	45.31 %
>lcl|NC_001137.3_cds_NP_010837.1_1448 	651	285	43.78 %
>lcl|NC_001137.3_cds_NP_010839.1_1449 	369	148	40.11 %
>lcl|NC_001137.3_cds_NP_010841.1_1450 	324	130	40.12 %
>lcl|NC_001137.3_cds_NP_010842.1_1451 	696	254	36.49 %
>lcl|NC_001137.3_cds_NP_010843.1_1452 	1491	599	40.17 %
>lcl|NC_001137.3_cds_NP_010844.1_1453 	1509	676	44.80 %
>lcl|NC_001137.3_cds_NP_010845.1_1454 	1695	717	42.30 %
>lcl|NC_001137.3_cds_NP_001257672.1_1455 	333	141	42.34 %
>lcl|NC_001137.3_cds_NP_010847.1_1456 	588	258	43.88 %
>lcl|NC_001137.3_cds_NP_010848.2_1457 	486	229	47.12 %
>lcl|NC_001137.3_cds_NP_010849.3_1458 	1887	756	40.06 %
>lcl|NC_001137.3_cds_NP_010850.1_1459 	1443	539	37.35 %
>lcl|NC_001137.3_cds_NP_010851.1_1460 	1773	728	41.06 %
>lcl|NC_001137.3_cds_NP_010852.4_1461 	1848	681	36.85 %
>lcl|NC_001137.3_cds_NP_010853.2_1462 	3003	1063	35.40 %
>lcl|NC_001137.3_cds_NP_010854.1_1463 	1908	892	46.75 %
>lcl|NC_001137.3_cds_NP_001381963.1_1465 	309	141	45.63 %
>lcl|NC_001137.3_cds_NP_010856.1_1466 	1674	769	45.94 %
>lcl|NC_001137.3_cds_NP_010857.1_1467 	702	248	35.33 %
>lcl|NC_001137.3_cds_NP_010858.3_1468 	1206	491	40.71 %
>lcl|NC_001137.3_cds_NP_010859.1_1469 	3069	1124	36.62 %
>lcl|NC_001137.3_cds_NP_010860.1_1470 	498	212	42.57 %
>lcl|NC_001137.3_cds_NP_010861.3_1471 	2202	787	35.74 %
>lcl|NC_001137.3_cds_NP_010862.1_1472 	1530	638	41.70 %
>lcl|NC_001137.3_cds_NP_010863.1_1473 	771	300	38.91 %
>lcl|NC_001137.3_cds_NP_010864.3_1474 	1182	508	42.98 %
>lcl|NC_001137.3_cds_NP_010865.1_1475 	363	173	47.66 %
>lcl|NC_001137.3_cds_NP_010866.1_1476 	459	157	34.20 %
>lcl|NC_001137.3_cds_NP_010867.3_1477 	1413	617	43.67 %
>lcl|NC_001137.3_cds_NP_010868.1_1478 	1164	550	47.25 %
>lcl|NC_001137.3_cds_NP_010870.1_1479 	501	239	47.70 %
>lcl|NC_001137.3_cds_NP_010871.3_1480 	2871	1161	40.44 %
>lcl|NC_001137.3_cds_NP_010872.1_1481 	1557	638	40.98 %
>lcl|NC_001137.3_cds_NP_010873.1_1482 	1488	575	38.64 %
>lcl|NC_001137.3_cds_NP_010874.3_1483 	1404	593	42.24 %
>lcl|NC_001137.3_cds_NP_010875.1_1484 	342	138	40.35 %
>lcl|NC_001137.3_cds_NP_010876.2_1485 	684	317	46.35 %
>lcl|NC_001137.3_cds_NP_010877.3_1486 	1197	568	47.45 %
>lcl|NC_001137.3_cds_NP_010878.1_1487 	1503	700	46.57 %
>lcl|NC_001137.3_cds_NP_010879.1_1488 	501	247	49.30 %
>lcl|NC_001137.3_cds_NP_010880.3_1489 	474	211	44.51 %
>lcl|NC_001137.3_cds_NP_010881.1_1490 	420	152	36.19 %
>lcl|NC_001137.3_cds_NP_010882.1_1491 	2916	1284	44.03 %
>lcl|NC_001137.3_cds_NP_010883.3_1492 	3648	1435	39.34 %
>lcl|NC_001137.3_cds_NP_010884.1_1493 	1935	794	41.03 %
>lcl|NC_001137.3_cds_NP_010885.1_1494 	939	354	37.70 %
>lcl|NC_001137.3_cds_NP_001335764.1_1495 	462	187	40.48 %
>lcl|NC_001137.3_cds_NP_010887.3_1496 	483	207	42.86 %
>lcl|NC_001137.3_cds_NP_010888.1_1497 	381	155	40.68 %
>lcl|NC_001137.3_cds_NP_010889.1_1498 	3567	1325	37.15 %
>lcl|NC_001137.3_cds_NP_010890.3_1499 	648	273	42.13 %
>lcl|NC_001137.3_cds_NP_010891.1_1500 	2049	762	37.19 %
>lcl|NC_001137.3_cds_NP_010892.1_1501 	4380	1552	35.43 %
>lcl|NC_001137.3_cds_NP_010893.3_1502 	804	348	43.28 %
>lcl|NC_001137.3_cds_NP_010895.1_1504 	1683	734	43.61 %
>lcl|NC_001137.3_cds_NP_010896.3_1505 	804	318	39.55 %
>lcl|NC_001137.3_cds_NP_010897.1_1506 	840	342	40.71 %
>lcl|NC_001137.3_cds_NP_010899.3_1508 	1014	444	43.79 %
>lcl|NC_001137.3_cds_NP_010900.1_1509 	1482	600	40.49 %
>lcl|NC_001137.3_cds_NP_010901.1_1510 	1656	652	39.37 %
>lcl|NC_001137.3_cds_NP_001335765.1_1511 	306	104	33.99 %
>lcl|NC_001137.3_cds_NP_010903.3_1512 	1737	657	37.82 %
>lcl|NC_001137.3_cds_NP_010904.2_1513 	657	263	40.03 %
>lcl|NC_001137.3_cds_NP_010905.1_1514 	2115	866	40.95 %
>lcl|NC_001137.3_cds_NP_001335766.1_1515 	408	150	36.76 %
>lcl|NC_001137.3_cds_NP_010907.3_1516 	846	348	41.13 %
>lcl|NC_001137.3_cds_NP_001335767.1_1517 	381	175	45.93 %
>lcl|NC_001137.3_cds_NP_010909.1_1518 	2001	764	38.18 %
>lcl|NC_001137.3_cds_NP_010910.1_1519 	1008	392	38.89 %
>lcl|NC_001137.3_cds_NP_010911.3_1520 	849	311	36.63 %
>lcl|NC_001137.3_cds_NP_010912.1_1521 	1029	362	35.18 %
>lcl|NC_001137.3_cds_NP_010913.2_1522 	336	108	32.14 %
>lcl|NC_001137.3_cds_NP_010914.3_1523 	1293	498	38.52 %
>lcl|NC_001137.3_cds_NP_010915.1_1524 	678	266	39.23 %
>lcl|NC_001137.3_cds_NP_010916.1_1525 	2289	867	37.88 %
>lcl|NC_001137.3_cds_NP_010917.3_1526 	696	264	37.93 %
>lcl|NC_001137.3_cds_NP_010918.1_1527 	1290	525	40.70 %
>lcl|NC_001137.3_cds_NP_010919.1_1528 	696	333	47.84 %
>lcl|NC_001137.3_cds_NP_010920.3_1529 	1893	778	41.10 %
>lcl|NC_001137.3_cds_NP_010921.1_1530 	1563	620	39.67 %
>lcl|NC_001137.3_cds_NP_010922.1_1531 	1557	547	35.13 %
>lcl|NC_001137.3_cds_NP_010923.3_1532 	546	210	38.46 %
>lcl|NC_001137.3_cds_NP_010924.1_1533 	4011	1509	37.62 %
>lcl|NC_001137.3_cds_NP_010925.1_1534 	378	147	38.89 %
>lcl|NC_001137.3_cds_NP_010926.3_1535 	705	290	41.13 %
>lcl|NC_001137.3_cds_NP_010927.1_1536 	765	360	47.06 %
>lcl|NC_001137.3_cds_NP_010928.1_1537 	597	233	39.03 %
>lcl|NC_001137.3_cds_NP_010929.3_1538 	3438	1306	37.99 %
>lcl|NC_001137.3_cds_NP_010930.1_1539 	1620	659	40.68 %
>lcl|NC_001137.3_cds_NP_076437.1_1540 	462	205	44.37 %
>lcl|NC_001137.3_cds_NP_010931.3_1541 	2235	869	38.88 %
>lcl|NC_001137.3_cds_NP_010932.1_1542 	1035	418	40.39 %
>lcl|NC_001137.3_cds_NP_010933.1_1543 	2286	986	43.13 %
>lcl|NC_001137.3_cds_NP_010934.3_1544 	666	374	56.16 %
>lcl|NC_001137.3_cds_NP_010935.1_1545 	1434	716	49.93 %
>lcl|NC_001137.3_cds_NP_010937.3_1547 	1350	631	46.74 %
>lcl|NC_001137.3_cds_NP_010938.1_1548 	1572	581	36.96 %
>lcl|NC_001137.3_cds_NP_010939.1_1549 	2064	733	35.51 %
>lcl|NC_001137.3_cds_NP_010940.3_1550 	861	391	45.41 %
>lcl|NC_001137.3_cds_NP_010941.1_1551 	2772	1139	41.09 %
>lcl|NC_001137.3_cds_NP_010942.1_1552 	1584	640	40.40 %
>lcl|NC_001137.3_cds_NP_010943.3_1553 	831	331	39.83 %
>lcl|NC_001137.3_cds_NP_010944.1_1554 	1254	534	42.58 %
>lcl|NC_001137.3_cds_NP_010945.1_1555 	1185	516	43.54 %
>lcl|NC_001137.3_cds_NP_010946.3_1556 	591	246	41.62 %
>lcl|NC_001137.3_cds_NP_010947.2_1557 	462	180	38.96 %
>lcl|NC_001137.3_cds_NP_010948.1_1558 	672	281	41.82 %
>lcl|NC_001137.3_cds_NP_010949.4_1559 	2631	1011	38.43 %
>lcl|NC_001137.3_cds_NP_010950.1_1560 	3231	1264	39.12 %
>lcl|NC_001137.3_cds_NP_010951.1_1561 	558	259	46.42 %
>lcl|NC_001137.3_cds_NP_010952.3_1562 	438	214	48.86 %
>lcl|NC_001137.3_cds_NP_010953.1_1563 	1833	750	40.92 %
>lcl|NC_001137.3_cds_NP_010954.1_1564 	966	363	37.58 %
>lcl|NC_001137.3_cds_NP_010955.3_1565 	1395	485	34.77 %
>lcl|NC_001137.3_cds_NP_001288277.1_1566 	381	168	44.09 %
>lcl|NC_001137.3_cds_NP_010956.1_1567 	750	326	43.47 %
>lcl|NC_001137.3_cds_NP_010958.3_1569 	2193	890	40.58 %
>lcl|NC_001137.3_cds_NP_010959.2_1570 	2280	863	37.85 %
>lcl|NC_001137.3_cds_NP_010960.1_1571 	555	202	36.40 %
>lcl|NC_001137.3_cds_NP_010961.3_1572 	1350	586	43.41 %
>lcl|NC_001137.3_cds_NP_010962.1_1573 	447	175	39.15 %
>lcl|NC_001137.3_cds_NP_010963.1_1574 	1227	426	34.72 %
>lcl|NC_001137.3_cds_NP_010964.3_1575 	1470	604	41.09 %
>lcl|NC_001137.3_cds_NP_010965.1_1576 	432	178	41.20 %
>lcl|NC_001137.3_cds_NP_010966.1_1577 	2694	1078	40.01 %
>lcl|NC_001137.3_cds_NP_010967.3_1578 	1176	474	40.31 %
>lcl|NC_001137.3_cds_NP_010969.1_1580 	1935	763	39.43 %
>lcl|NC_001137.3_cds_NP_010970.4_1581 	417	162	38.85 %
>lcl|NC_001137.3_cds_NP_010971.1_1582 	1479	553	37.39 %
>lcl|NC_001137.3_cds_NP_010972.1_1583 	1584	622	39.27 %
>lcl|NC_001137.3_cds_NP_010973.3_1584 	903	357	39.53 %
>lcl|NC_001137.3_cds_NP_010974.1_1586 	1647	639	38.80 %
>lcl|NC_001137.3_cds_NP_010975.3_1587 	894	365	40.83 %
>lcl|NC_001137.3_cds_NP_010976.1_1588 	1602	662	41.32 %
>lcl|NC_001137.3_cds_NP_010977.2_1589 	366	155	42.35 %
>lcl|NC_001137.3_cds_NP_010978.3_1590 	390	169	43.33 %
>lcl|NC_001137.3_cds_NP_010979.1_1591 	324	138	42.59 %
>lcl|NC_001137.3_cds_NP_010980.1_1592 	1263	493	39.03 %
>lcl|NC_001137.3_cds_NP_010981.3_1593 	1587	666	41.97 %
>lcl|NC_001137.3_cds_NP_010982.1_1594 	1593	669	42.00 %
>lcl|NC_001137.3_cds_NP_010983.2_1595 	1329	555	41.76 %
>lcl|NC_001137.3_cds_NP_010984.3_1596 	753	335	44.49 %
>lcl|NC_001137.3_cds_NP_010985.1_1597 	657	274	41.70 %
>lcl|NC_001137.3_cds_NP_010986.1_1598 	1518	595	39.20 %
>lcl|NC_001137.3_cds_NP_010987.3_1599 	1674	737	44.03 %
>lcl|NC_001137.3_cds_NP_010988.1_1600 	558	220	39.43 %
>lcl|NC_001137.3_cds_NP_010990.1_1601 	486	189	38.89 %
>lcl|NC_001137.3_cds_NP_010991.3_1602 	1764	711	40.31 %
>lcl|NC_001137.3_cds_NP_010992.1_1603 	2592	1043	40.24 %
>lcl|NC_001137.3_cds_NP_010993.1_1604 	2667	1089	40.83 %
>lcl|NC_001137.3_cds_NP_010994.3_1605 	381	127	33.33 %
>lcl|NC_001137.3_cds_NP_010995.1_1606 	390	163	41.79 %
>lcl|NC_001137.3_cds_NP_010996.2_1607 	1563	677	43.31 %
>lcl|NC_001137.3_cds_NP_010997.3_1608 	408	180	44.12 %
>lcl|NC_001137.3_cds_NP_010998.2_1610 	2787	1060	38.03 %
>lcl|NC_001137.3_cds_NP_010999.3_1611 	909	407	44.77 %
>lcl|NC_001137.3_cds_NP_011000.1_1612 	2067	775	37.49 %
>lcl|NC_001137.3_cds_NP_011001.1_1613 	1536	602	39.19 %
>lcl|NC_001137.3_cds_NP_011002.1_1615 	633	252	39.81 %
>lcl|NC_001137.3_cds_NP_011003.1_1616 	1884	702	37.26 %
>lcl|NC_001137.3_cds_NP_011004.3_1617 	1410	550	39.01 %
>lcl|NC_001137.3_cds_NP_011005.1_1618 	1665	675	40.54 %
>lcl|NC_001137.3_cds_NP_011006.2_1619 	858	395	46.04 %
>lcl|NC_001137.3_cds_NP_001257673.1_1620 	387	182	47.03 %
>lcl|NC_001137.3_cds_NP_011008.3_1621 	522	205	39.27 %
>lcl|NC_001137.3_cds_NP_011009.1_1622 	1731	712	41.13 %
>lcl|NC_001137.3_cds_NP_011010.1_1623 	1731	666	38.47 %
>lcl|NC_001137.3_cds_NP_011012.3_1625 	2013	913	45.36 %
>lcl|NC_001137.3_cds_NP_011013.1_1626 	1395	678	48.60 %
>lcl|NC_001137.3_cds_NP_011014.1_1627 	1524	604	39.63 %
>lcl|NC_001137.3_cds_NP_011015.3_1628 	2304	961	41.71 %
>lcl|NC_001137.3_cds_NP_011017.3_1629 	378	148	39.15 %
>lcl|NC_001137.3_cds_NP_011018.1_1630 	4293	1604	37.36 %
>lcl|NC_001137.3_cds_NP_011019.1_1631 	414	183	44.20 %
>lcl|NC_001137.3_cds_NP_011020.3_1632 	618	288	46.60 %
>lcl|NC_001137.3_cds_NP_011021.3_1633 	1203	562	46.72 %
>lcl|NC_001137.3_cds_NP_011022.1_1634 	1539	621	40.35 %
>lcl|NC_001137.3_cds_NP_011024.1_1635 	2265	834	36.82 %
>lcl|NC_001137.3_cds_NP_011025.3_1636 	957	393	41.07 %
>lcl|NC_001137.3_cds_NP_011026.3_1637 	753	301	39.97 %
>lcl|NC_001137.3_cds_NP_011027.1_1638 	1293	500	38.67 %
>lcl|NC_001137.3_cds_NP_011028.1_1639 	603	258	42.79 %
>lcl|NC_001137.3_cds_NP_011029.3_1640 	1929	826	42.82 %
>lcl|NC_001137.3_cds_NP_011030.3_1641 	627	254	40.51 %
>lcl|NC_001137.3_cds_NP_011031.1_1642 	4176	1544	36.97 %
>lcl|NC_001137.3_cds_NP_011032.1_1643 	909	303	33.33 %
>lcl|NC_001137.3_cds_NP_011033.3_1644 	1098	458	41.71 %
>lcl|NC_001137.3_cds_YER109C_1645 	2400	998	41.58 %
>lcl|NC_001137.3_cds_NP_011035.1_1646 	3342	1333	39.89 %
>lcl|NC_001137.3_cds_NP_011036.1_1647 	3282	1134	34.55 %
>lcl|NC_001137.3_cds_NP_011037.3_1648 	564	196	34.75 %
>lcl|NC_001137.3_cds_NP_011038.3_1649 	2121	796	37.53 %
>lcl|NC_001137.3_cds_NP_011039.1_1650 	3123	1299	41.59 %
>lcl|NC_001137.3_cds_NP_011040.1_1651 	576	241	41.84 %
>lcl|NC_001137.3_cds_NP_011041.3_1652 	825	355	43.03 %
>lcl|NC_001137.3_cds_NP_011042.3_1653 	414	183	44.20 %
>lcl|NC_001137.3_cds_NP_011043.1_1654 	1104	438	39.67 %
>lcl|NC_001137.3_cds_NP_011044.1_1655 	1347	623	46.25 %
>lcl|NC_001137.3_cds_NP_011046.3_1656 	735	335	45.58 %
>lcl|NC_001137.3_cds_NP_011047.3_1657 	345	138	40.00 %
>lcl|NC_001137.3_cds_NP_011048.1_1658 	1482	570	38.46 %
>lcl|NC_001137.3_cds_NP_011049.2_1659 	1575	581	36.89 %
>lcl|NC_001137.3_cds_NP_011050.3_1660 	1722	606	35.19 %
>lcl|NC_001137.3_cds_NP_011051.3_1661 	2430	999	41.11 %
>lcl|NC_001137.3_cds_NP_011052.1_1662 	786	315	40.08 %
>lcl|NC_001137.3_cds_NP_011053.1_1663 	1074	452	42.09 %
>lcl|NC_001137.3_cds_NP_011054.3_1664 	612	243	39.71 %
>lcl|NC_001137.3_cds_NP_011055.3_1665 	3429	1337	38.99 %
>lcl|NC_001137.3_cds_NP_011056.1_1666 	1332	507	38.06 %
>lcl|NC_001137.3_cds_NP_011057.1_1667 	360	158	43.89 %
>lcl|NC_001137.3_cds_NP_011058.3_1668 	5262	2066	39.26 %
>lcl|NC_001137.3_cds_NP_011059.3_1669 	939	336	35.78 %
>lcl|NC_001137.3_cds_NP_011060.1_1670 	537	218	40.60 %
>lcl|NC_001137.3_cds_NP_001335768.1_1671 	393	131	33.33 %
>lcl|NC_001137.3_cds_NP_011062.1_1672 	1356	513	37.83 %
>lcl|NC_001137.3_cds_NP_011063.3_1673 	447	169	37.81 %
>lcl|NC_001137.3_cds_NP_011064.3_1674 	5268	2025	38.44 %
>lcl|NC_001137.3_cds_NP_058155.1_1675 	1323	547	41.35 %
>lcl|NC_001137.3_cds_NP_011066.3_1677 	681	249	36.56 %
>lcl|NC_001137.3_cds_NP_011067.3_1678 	1671	629	37.64 %
>lcl|NC_001137.3_cds_NP_011068.1_1679 	1461	599	41.00 %
>lcl|NC_001137.3_cds_NP_011069.1_1680 	891	323	36.25 %
>lcl|NC_001137.3_cds_NP_011070.3_1681 	1287	544	42.27 %
>lcl|NC_001137.3_cds_NP_011071.3_1682 	2418	964	39.87 %
>lcl|NC_001137.3_cds_NP_011072.1_1683 	1215	547	45.02 %
>lcl|NC_001137.3_cds_NP_001335769.1_1684 	438	199	45.43 %
>lcl|NC_001137.3_cds_NP_011074.3_1686 	1875	866	46.19 %
>lcl|NC_001137.3_cds_NP_011075.3_1687 	723	289	39.97 %
>lcl|NC_001137.3_cds_NP_011076.1_1688 	1263	507	40.14 %
>lcl|NC_001137.3_cds_NP_011077.1_1689 	447	208	46.53 %
>lcl|NC_001137.3_cds_NP_011078.3_1690 	2739	1091	39.83 %
>lcl|NC_001137.3_cds_NP_011079.3_1691 	1332	669	50.23 %
>lcl|NC_001137.3_cds_NP_011080.1_1692 	765	421	55.03 %
>lcl|NC_001137.3_cds_NP_011081.1_1693 	1209	564	46.65 %
>lcl|NC_001137.3_cds_NP_011082.3_1694 	6504	2343	36.02 %
