heder	Length	GC_amont	CG_precent
>ENST00000892140.1 cds chromosome	756	452	59.79 %
>ENST00000935732.1 cds chromosome	750	448	59.73 %
>ENST00000935733.1 cds chromosome	756	452	59.79 %
>ENST00000935735.1 cds chromosome	654	399	61.01 %
>ENST00000944811.1 cds chromosome	918	566	61.66 %
>ENST00000944812.1 cds chromosome	837	503	60.10 %
>ENST00000944813.1 cds chromosome	723	434	60.03 %
>ENST00000944814.1 cds chromosome	720	432	60.00 %
>ENST00000391356.4 cds chromosome	588	367	62.41 %
>ENST00000377726.3 cds chromosome	411	268	65.21 %
>ENST00000398472.2 cds chromosome	441	276	62.59 %
>ENST00000377721.3 cds chromosome	525	332	63.24 %
>ENST00000411528.4 cds chromosome	480	291	60.62 %
>ENST00000254072.7 cds chromosome	480	299	62.29 %
>ENST00000334109.3 cds chromosome	465	287	61.72 %
>ENST00000327483.9 cds chromosome	1704	1145	67.19 %
>ENST00000268679.9 cds chromosome	1962	1312	66.87 %
>ENST00000569464.5 cds chromosome	1256	823	65.53 %
>ENST00000569443.5 cds chromosome	363	245	67.49 %
>ENST00000562719.5 cds chromosome	397	260	65.49 %
>ENST00000563640.1 cds chromosome	391	266	68.03 %
>ENST00000391353.1 cds chromosome	1026	534	52.05 %
>ENST00000265036.10 cds chromosome	1590	693	43.58 %
>ENST00000453022.6 cds chromosome	1404	618	44.02 %
>ENST00000871249.1 cds chromosome	1587	692	43.60 %
>ENST00000927125.1 cds chromosome	1581	690	43.64 %
>ENST00000927126.1 cds chromosome	1449	639	44.10 %
>ENST00000927127.1 cds chromosome	1584	691	43.62 %
>ENST00000927128.1 cds chromosome	1401	617	44.04 %
>ENST00000308249.4 cds chromosome	2268	1185	52.25 %
>ENST00000328980.11 cds scaffold	801	459	57.30 %
>ENST00000415796.5 cds scaffold	754	403	53.45 %
>ENST00000345366.8 cds chromosome	369	215	58.27 %
>ENST00000336844.9 cds chromosome	504	286	56.75 %
>ENST00000560142.5 cds chromosome	483	275	56.94 %
>ENST00000613718.3 cds chromosome	387	215	55.56 %
>ENST00000392886.7 cds chromosome	654	365	55.81 %
>ENST00000273598.8 cds chromosome	642	370	57.63 %
>ENST00000423832.5 cds chromosome	642	370	57.63 %
>ENST00000436744.2 cds chromosome	528	309	58.52 %
>ENST00000883811.1 cds chromosome	600	342	57.00 %
>ENST00000883812.1 cds chromosome	645	372	57.67 %
>ENST00000883813.1 cds chromosome	537	305	56.80 %
>ENST00000883814.1 cds chromosome	561	314	55.97 %
>ENST00000276101.7 cds chromosome	1002	518	51.70 %
>ENST00000440401.1 cds chromosome	501	272	54.29 %
>ENST00000949827.1 cds chromosome	1002	518	51.70 %
>ENST00000378045.5 cds chromosome	468	202	43.16 %
>ENST00000885822.1 cds chromosome	339	157	46.31 %
>ENST00000950132.1 cds chromosome	519	221	42.58 %
>ENST00000587013.6 cds chromosome	1365	969	70.99 %
>ENST00000691638.1 cds chromosome	1233	880	71.37 %
>ENST00000586301.6 cds chromosome	1233	880	71.37 %
>ENST00000587947.5 cds chromosome	544	356	65.44 %
>ENST00000338502.8 cds chromosome	1233	880	71.37 %
>ENST00000586958.1 cds chromosome	366	223	60.93 %
>ENST00000921746.1 cds chromosome	1233	880	71.37 %
>ENST00000921747.1 cds chromosome	1140	812	71.23 %
>ENST00000715689.1 cds chromosome	1920	1176	61.25 %
>ENST00000381756.9 cds chromosome	1971	1209	61.34 %
>ENST00000405147.7 cds chromosome	318	194	61.01 %
>ENST00000343632.9 cds chromosome	1920	1176	61.25 %
>ENST00000429218.5 cds chromosome	325	177	54.46 %
>ENST00000325180.12 cds chromosome	1659	1008	60.76 %
>ENST00000449944.5 cds chromosome	739	424	57.37 %
>ENST00000406772.5 cds chromosome	1701	1038	61.02 %
>ENST00000413251.5 cds chromosome	326	177	54.29 %
>ENST00000423024.1 cds chromosome	326	177	54.29 %
>ENST00000851283.1 cds chromosome	1767	1073	60.72 %
>ENST00000851284.1 cds chromosome	1917	1174	61.24 %
>ENST00000851285.1 cds chromosome	2040	1245	61.03 %
>ENST00000851286.1 cds chromosome	1812	1111	61.31 %
>ENST00000851287.1 cds chromosome	1599	986	61.66 %
>ENST00000851288.1 cds chromosome	1962	1207	61.52 %
>ENST00000937679.1 cds chromosome	2010	1225	60.95 %
>ENST00000937680.1 cds chromosome	1950	1194	61.23 %
>ENST00000937681.1 cds chromosome	1962	1202	61.26 %
>ENST00000957660.1 cds chromosome	1785	1106	61.96 %
>ENST00000957661.1 cds chromosome	1779	1077	60.54 %
>ENST00000957662.1 cds chromosome	1908	1167	61.16 %
>ENST00000957663.1 cds chromosome	1656	1006	60.75 %
>ENST00000407775.7 cds chromosome	3456	1625	47.02 %
>ENST00000520492.5 cds chromosome	3060	1429	46.70 %
>ENST00000517361.1 cds chromosome	3060	1429	46.70 %
>ENST00000941376.1 cds chromosome	3453	1624	47.03 %
>ENST00000595065.6 cds chromosome	948	516	54.43 %
>ENST00000593349.5 cds chromosome	587	321	54.68 %
>ENST00000602102.5 cds chromosome	342	193	56.43 %
>ENST00000950133.1 cds chromosome	948	516	54.43 %
>ENST00000295767.9 cds chromosome	468	232	49.57 %
>ENST00000396914.4 cds chromosome	429	212	49.42 %
>ENST00000885073.1 cds chromosome	540	303	56.11 %
>ENST00000622506.4 cds chromosome	534	309	57.87 %
>ENST00000423893.7 cds chromosome	654	367	56.12 %
>ENST00000449787.6 cds chromosome	609	347	56.98 %
>ENST00000456543.6 cds chromosome	738	421	57.05 %
>ENST00000332800.7 cds chromosome	771	434	56.29 %
>ENST00000359246.9 cds chromosome	3291	1906	57.92 %
>ENST00000610682.1 cds chromosome	987	596	60.39 %
>ENST00000851896.1 cds chromosome	3294	1908	57.92 %
>ENST00000851897.1 cds chromosome	3189	1847	57.92 %
>ENST00000851898.1 cds chromosome	3201	1857	58.01 %
>ENST00000851899.1 cds chromosome	3123	1813	58.05 %
>ENST00000937581.1 cds chromosome	3291	1906	57.92 %
>ENST00000942581.1 cds chromosome	3204	1859	58.02 %
>ENST00000371122.8 cds chromosome	3165	1315	41.55 %
>ENST00000371123.5 cds chromosome	3177	1325	41.71 %
>ENST00000371121.5 cds chromosome	3213	1339	41.67 %
>ENST00000856438.1 cds chromosome	3207	1336	41.66 %
>ENST00000856439.1 cds chromosome	3045	1269	41.67 %
>ENST00000856440.1 cds chromosome	1350	590	43.70 %
>ENST00000856441.1 cds chromosome	2988	1238	41.43 %
>ENST00000856442.1 cds chromosome	3081	1283	41.64 %
>ENST00000931469.1 cds chromosome	3213	1339	41.67 %
>ENST00000931470.1 cds chromosome	3090	1288	41.68 %
>ENST00000931471.1 cds chromosome	3108	1300	41.83 %
>ENST00000931472.1 cds chromosome	3126	1308	41.84 %
>ENST00000931473.1 cds chromosome	945	424	44.87 %
>ENST00000931474.1 cds chromosome	3024	1261	41.70 %
>ENST00000931475.1 cds chromosome	2997	1250	41.71 %
>ENST00000950301.1 cds chromosome	3177	1325	41.71 %
>ENST00000950302.1 cds chromosome	3213	1339	41.67 %
>ENST00000950303.1 cds chromosome	3213	1339	41.67 %
>ENST00000950304.1 cds chromosome	3234	1351	41.77 %
>ENST00000950305.1 cds chromosome	3102	1295	41.75 %
>ENST00000950306.1 cds chromosome	2952	1224	41.46 %
>ENST00000950307.1 cds chromosome	3054	1274	41.72 %
>ENST00000950308.1 cds chromosome	2976	1244	41.80 %
>ENST00000950309.1 cds chromosome	1032	455	44.09 %
>ENST00000950310.1 cds chromosome	3057	1284	42.00 %
>ENST00000248114.7 cds chromosome	618	408	66.02 %
>ENST00000569451.1 cds chromosome	330	241	73.03 %
>ENST00000561710.1 cds chromosome	420	277	65.95 %
>ENST00000567719.2 cds chromosome	393	232	59.03 %
>ENST00000540853.5 cds chromosome	874	319	36.50 %
>ENST00000381545.8 cds chromosome	2109	768	36.42 %
>ENST00000261196.6 cds chromosome	2109	768	36.42 %
>ENST00000544370.1 cds chromosome	1440	538	37.36 %
>ENST00000901222.1 cds chromosome	2109	768	36.42 %
>ENST00000901223.1 cds chromosome	2109	768	36.42 %
>ENST00000901224.1 cds chromosome	1701	623	36.63 %
>ENST00000430325.7 cds chromosome	924	616	66.67 %
>ENST00000599263.6 cds chromosome	990	691	69.80 %
>ENST00000221818.5 cds chromosome	468	309	66.03 %
>ENST00000513948.1 cds chromosome	606	387	63.86 %
>ENST00000921917.1 cds chromosome	834	551	66.07 %
>ENST00000921918.1 cds chromosome	678	458	67.55 %
>ENST00000335263.9 cds chromosome	1746	899	51.49 %
>ENST00000424963.6 cds chromosome	1839	942	51.22 %
>ENST00000322340.9 cds chromosome	588	303	51.53 %
>ENST00000556807.1 cds chromosome	1563	822	52.59 %
>ENST00000558567.5 cds chromosome	531	278	52.35 %
>ENST00000342702.8 cds chromosome	1710	873	51.05 %
>ENST00000454394.2 cds chromosome	1803	916	50.80 %
>ENST00000556511.2 cds chromosome	1527	796	52.13 %
>ENST00000879557.1 cds chromosome	1563	824	52.72 %
>ENST00000879558.1 cds chromosome	1746	901	51.60 %
>ENST00000944828.1 cds chromosome	1083	546	50.42 %
>ENST00000326912.8 cds chromosome	384	226	58.85 %
>ENST00000395458.6 cds chromosome	384	226	58.85 %
>ENST00000451378.2 cds chromosome	384	226	58.85 %
>ENST00000326925.11 cds chromosome	555	345	62.16 %
>ENST00000886525.1 cds chromosome	453	283	62.47 %
>ENST00000597754.1 cds chromosome	525	340	64.76 %
>ENST00000310054.9 cds chromosome	1515	952	62.84 %
>ENST00000593545.5 cds chromosome	498	311	62.45 %
>ENST00000600561.1 cds chromosome	562	356	63.35 %
>ENST00000880809.1 cds chromosome	882	571	64.74 %
>ENST00000880810.1 cds chromosome	1038	650	62.62 %
>ENST00000922088.1 cds chromosome	1335	837	62.70 %
>ENST00000922089.1 cds chromosome	1512	950	62.83 %
>ENST00000922090.1 cds chromosome	1185	755	63.71 %
>ENST00000922091.1 cds chromosome	1269	793	62.49 %
>ENST00000922092.1 cds chromosome	1032	664	64.34 %
>ENST00000922093.1 cds chromosome	1185	743	62.70 %
>ENST00000922094.1 cds chromosome	528	326	61.74 %
>ENST00000922095.1 cds chromosome	552	362	65.58 %
>ENST00000615631.5 cds chromosome	1254	621	49.52 %
>ENST00000530337.6 cds chromosome	1254	621	49.52 %
>ENST00000443614.6 cds chromosome	1125	561	49.87 %
>ENST00000220584.9 cds chromosome	1254	621	49.52 %
>ENST00000525900.5 cds chromosome	1233	609	49.39 %
>ENST00000528812.5 cds chromosome	1062	514	48.40 %
>ENST00000622850.3 cds chromosome	1062	514	48.40 %
>ENST00000530664.5 cds chromosome	1062	514	48.40 %
>ENST00000525954.5 cds chromosome	1431	766	53.53 %
>ENST00000532266.5 cds chromosome	342	168	49.12 %
>ENST00000528643.5 cds chromosome	999	483	48.35 %
>ENST00000528729.2 cds chromosome	571	269	47.11 %
>ENST00000866105.1 cds chromosome	1254	621	49.52 %
>ENST00000866106.1 cds chromosome	1254	621	49.52 %
>ENST00000866107.1 cds chromosome	1077	541	50.23 %
>ENST00000866108.1 cds chromosome	972	476	48.97 %
>ENST00000866109.1 cds chromosome	1062	527	49.62 %
>ENST00000866110.1 cds chromosome	1026	508	49.51 %
>ENST00000938346.1 cds chromosome	1077	541	50.23 %
>ENST00000938347.1 cds chromosome	978	485	49.59 %
>ENST00000938348.1 cds chromosome	696	341	48.99 %
>ENST00000938349.1 cds chromosome	1233	608	49.31 %
>ENST00000938350.1 cds chromosome	666	320	48.05 %
>ENST00000938351.1 cds chromosome	948	481	50.74 %
>ENST00000938352.1 cds chromosome	1104	549	49.73 %
>ENST00000938353.1 cds chromosome	1056	529	50.09 %
>ENST00000938354.1 cds chromosome	897	443	49.39 %
>ENST00000938355.1 cds chromosome	795	396	49.81 %
>ENST00000938356.1 cds chromosome	1257	613	48.77 %
>ENST00000938357.1 cds chromosome	951	464	48.79 %
>ENST00000938358.1 cds chromosome	603	314	52.07 %
>ENST00000938359.1 cds chromosome	474	242	51.05 %
>ENST00000938360.1 cds chromosome	321	169	52.65 %
>ENST00000938361.1 cds chromosome	1209	599	49.55 %
>ENST00000938362.1 cds chromosome	651	322	49.46 %
>ENST00000938363.1 cds chromosome	453	230	50.77 %
>ENST00000938364.1 cds chromosome	843	416	49.35 %
>ENST00000938365.1 cds chromosome	957	473	49.43 %
>ENST00000941570.1 cds chromosome	1077	541	50.23 %
>ENST00000941571.1 cds chromosome	1254	621	49.52 %
>ENST00000542817.1 cds chromosome	1263	732	57.96 %
>ENST00000504841.6 cds chromosome	1074	537	50.00 %
>ENST00000419180.6 cds chromosome	754	365	48.41 %
>ENST00000534903.1 cds chromosome	314	151	48.09 %
>ENST00000382952.8 cds chromosome	1290	838	64.96 %
>ENST00000290921.10 cds chromosome	1323	860	65.00 %
>ENST00000703163.1 cds chromosome	1290	838	64.96 %
>ENST00000503594.6 cds chromosome	1293	840	64.97 %
>ENST00000703164.1 cds chromosome	1293	840	64.97 %
>ENST00000703138.1 cds chromosome	1290	838	64.96 %
>ENST00000703165.1 cds chromosome	1293	840	64.97 %
>ENST00000504092.5 cds chromosome	864	554	64.12 %
>ENST00000510739.1 cds chromosome	438	291	66.44 %
>ENST00000506180.5 cds chromosome	521	340	65.26 %
>ENST00000515399.5 cds chromosome	514	330	64.20 %
>ENST00000513420.1 cds chromosome	436	277	63.53 %
>ENST00000510568.1 cds chromosome	507	331	65.29 %
>ENST00000909000.1 cds chromosome	1290	838	64.96 %
>ENST00000909001.1 cds chromosome	1293	840	64.97 %
>ENST00000909002.1 cds chromosome	1293	840	64.97 %
>ENST00000909003.1 cds chromosome	1293	840	64.97 %
>ENST00000909004.1 cds chromosome	1293	840	64.97 %
>ENST00000909005.1 cds chromosome	1293	840	64.97 %
>ENST00000909006.1 cds chromosome	1224	799	65.28 %
>ENST00000909007.1 cds chromosome	1293	840	64.97 %
>ENST00000909008.1 cds chromosome	1290	838	64.96 %
>ENST00000909009.1 cds chromosome	1290	838	64.96 %
>ENST00000909010.1 cds chromosome	1293	840	64.97 %
>ENST00000909011.1 cds chromosome	1290	838	64.96 %
>ENST00000909012.1 cds chromosome	1290	838	64.96 %
>ENST00000909013.1 cds chromosome	1293	840	64.97 %
>ENST00000909014.1 cds chromosome	1293	840	64.97 %
>ENST00000909015.1 cds chromosome	1290	838	64.96 %
>ENST00000909016.1 cds chromosome	1293	840	64.97 %
>ENST00000909017.1 cds chromosome	1290	838	64.96 %
>ENST00000909018.1 cds chromosome	1293	840	64.97 %
>ENST00000909019.1 cds chromosome	1227	801	65.28 %
>ENST00000909020.1 cds chromosome	1290	838	64.96 %
>ENST00000927645.1 cds chromosome	1086	697	64.18 %
>ENST00000927646.1 cds chromosome	1284	836	65.11 %
>ENST00000927647.1 cds chromosome	1290	838	64.96 %
>ENST00000927648.1 cds chromosome	1293	840	64.97 %
>ENST00000927649.1 cds chromosome	1293	840	64.97 %
>ENST00000927650.1 cds chromosome	1290	838	64.96 %
>ENST00000927651.1 cds chromosome	1290	838	64.96 %
>ENST00000927652.1 cds chromosome	1290	838	64.96 %
>ENST00000927653.1 cds chromosome	1086	697	64.18 %
>ENST00000927654.1 cds chromosome	1293	840	64.97 %
>ENST00000927655.1 cds chromosome	657	431	65.60 %
>ENST00000927656.1 cds chromosome	1290	838	64.96 %
>ENST00000927657.1 cds chromosome	1290	838	64.96 %
>ENST00000941586.1 cds chromosome	1287	838	65.11 %
>ENST00000941587.1 cds chromosome	1227	801	65.28 %
>ENST00000941588.1 cds chromosome	1365	887	64.98 %
>ENST00000941589.1 cds chromosome	1221	793	64.95 %
>ENST00000941590.1 cds chromosome	1221	793	64.95 %
>ENST00000941591.1 cds chromosome	1290	838	64.96 %
>ENST00000941592.1 cds chromosome	1293	840	64.97 %
>ENST00000941593.1 cds chromosome	1290	838	64.96 %
>ENST00000941594.1 cds chromosome	1290	838	64.96 %
>ENST00000941595.1 cds chromosome	1293	840	64.97 %
>ENST00000941596.1 cds chromosome	1290	838	64.96 %
>ENST00000367602.8 cds chromosome	2244	1376	61.32 %
>ENST00000392029.6 cds chromosome	468	304	64.96 %
>ENST00000367600.5 cds chromosome	1815	1095	60.33 %
>ENST00000554617.1 cds chromosome	513	327	63.74 %
>ENST00000554212.5 cds chromosome	412	255	61.89 %
>ENST00000303562.9 cds chromosome	1143	691	60.45 %
>ENST00000535987.6 cds chromosome	1035	637	61.55 %
>ENST00000555242.1 cds chromosome	531	322	60.64 %
>ENST00000555686.1 cds chromosome	801	468	58.43 %
>ENST00000555672.1 cds chromosome	426	246	57.75 %
>ENST00000555347.1 cds chromosome	699	416	59.51 %
>ENST00000871987.1 cds chromosome	1140	689	60.44 %
>ENST00000944924.1 cds chromosome	1140	689	60.44 %
>ENST00000232003.5 cds chromosome	1578	779	49.37 %
>ENST00000887857.1 cds chromosome	1602	790	49.31 %
>ENST00000887858.1 cds chromosome	1599	788	49.28 %
>ENST00000887859.1 cds chromosome	1686	821	48.70 %
>ENST00000887860.1 cds chromosome	1575	777	49.33 %
>ENST00000887861.1 cds chromosome	1461	731	50.03 %
>ENST00000887862.1 cds chromosome	1497	734	49.03 %
>ENST00000887863.1 cds chromosome	1569	775	49.39 %
>ENST00000887864.1 cds chromosome	1560	771	49.42 %
>ENST00000887865.1 cds chromosome	1533	757	49.38 %
>ENST00000887866.1 cds chromosome	1476	734	49.73 %
>ENST00000887867.1 cds chromosome	1122	571	50.89 %
>ENST00000887868.1 cds chromosome	1710	832	48.65 %
>ENST00000887869.1 cds chromosome	1569	775	49.39 %
>ENST00000887870.1 cds chromosome	1320	664	50.30 %
>ENST00000391355.2 cds chromosome	483	299	61.90 %
>ENST00000513276.5 cds chromosome	478	240	50.21 %
>ENST00000394894.8 cds chromosome	2673	1325	49.57 %
>ENST00000508792.5 cds chromosome	2619	1300	49.64 %
>ENST00000504621.1 cds chromosome	676	342	50.59 %
>ENST00000927193.1 cds chromosome	2667	1321	49.53 %
>ENST00000927194.1 cds chromosome	2670	1323	49.55 %
>ENST00000927195.1 cds chromosome	2670	1323	49.55 %
>ENST00000927196.1 cds chromosome	2667	1322	49.57 %
>ENST00000927197.1 cds chromosome	2508	1245	49.64 %
>ENST00000927198.1 cds chromosome	2670	1323	49.55 %
>ENST00000927199.1 cds chromosome	2553	1268	49.67 %
>ENST00000927200.1 cds chromosome	2631	1305	49.60 %
>ENST00000927201.1 cds chromosome	2673	1325	49.57 %
>ENST00000927202.1 cds chromosome	2382	1181	49.58 %
>ENST00000391354.2 cds chromosome	510	322	63.14 %
>ENST00000610350.4 cds chromosome	1650	967	58.61 %
>ENST00000409472.6 cds chromosome	588	360	61.22 %
>ENST00000414057.6 cds chromosome	422	256	60.66 %
>ENST00000316097.13 cds chromosome	690	417	60.43 %
>ENST00000411971.5 cds chromosome	370	215	58.11 %
>ENST00000621748.1 cds chromosome	690	417	60.43 %
>ENST00000873398.1 cds chromosome	690	417	60.43 %
>ENST00000922201.1 cds chromosome	690	417	60.43 %
>ENST00000267260.5 cds chromosome	1836	1133	61.71 %
>ENST00000902270.1 cds chromosome	1725	1061	61.51 %
>ENST00000261978.9 cds chromosome	5466	3483	63.72 %
>ENST00000553939.5 cds chromosome	5310	3380	63.65 %
>ENST00000556690.5 cds chromosome	5334	3406	63.85 %
>ENST00000556206.1 cds chromosome	701	431	61.48 %
>ENST00000945197.1 cds chromosome	5364	3425	63.85 %
>ENST00000687794.1 cds chromosome	1314	606	46.12 %
>ENST00000686402.1 cds chromosome	1143	537	46.98 %
>ENST00000686175.1 cds chromosome	1251	580	46.36 %
>ENST00000691274.1 cds chromosome	1362	630	46.26 %
>ENST00000686929.1 cds chromosome	350	146	41.71 %
>ENST00000686314.1 cds chromosome	1389	638	45.93 %
>ENST00000455250.2 cds chromosome	444	232	52.25 %
>ENST00000690371.1 cds chromosome	1056	491	46.50 %
>ENST00000692341.1 cds chromosome	1032	481	46.61 %
>ENST00000684793.1 cds chromosome	1434	657	45.82 %
>ENST00000691893.1 cds chromosome	1464	664	45.36 %
>ENST00000693281.1 cds chromosome	552	278	50.36 %
>ENST00000688652.1 cds chromosome	1371	631	46.02 %
>ENST00000688851.1 cds chromosome	1539	696	45.22 %
>ENST00000300289.10 cds chromosome	1518	688	45.32 %
>ENST00000688330.1 cds chromosome	480	250	52.08 %
>ENST00000891521.1 cds chromosome	1392	639	45.91 %
>ENST00000891522.1 cds chromosome	1500	682	45.47 %
>ENST00000891523.1 cds chromosome	657	323	49.16 %
>ENST00000891524.1 cds chromosome	1083	499	46.08 %
>ENST00000891525.1 cds chromosome	1344	609	45.31 %
>ENST00000891526.1 cds chromosome	1410	642	45.53 %
>ENST00000940337.1 cds chromosome	1092	512	46.89 %
>ENST00000453363.7 cds chromosome	369	218	59.08 %
>ENST00000316193.13 cds chromosome	654	368	56.27 %
>ENST00000329882.8 cds chromosome	771	430	55.77 %
>ENST00000610991.1 cds chromosome	387	218	56.33 %
>ENST00000695717.1 cds chromosome	1011	452	44.71 %
>ENST00000532439.6 cds chromosome	723	317	43.85 %
>ENST00000526568.5 cds chromosome	936	426	45.51 %
>ENST00000527979.5 cds chromosome	1104	497	45.02 %
>ENST00000695719.1 cds chromosome	1152	521	45.23 %
>ENST00000695721.1 cds chromosome	1098	492	44.81 %
>ENST00000695722.1 cds chromosome	1098	492	44.81 %
>ENST00000533400.6 cds chromosome	1215	544	44.77 %
>ENST00000436863.7 cds chromosome	1215	544	44.77 %
>ENST00000695718.1 cds chromosome	1098	492	44.81 %
>ENST00000695720.1 cds chromosome	1128	504	44.68 %
>ENST00000525825.6 cds chromosome	1152	521	45.23 %
>ENST00000695715.1 cds chromosome	1098	492	44.81 %
>ENST00000695716.1 cds chromosome	489	227	46.42 %
>ENST00000695714.1 cds chromosome	333	148	44.44 %
>ENST00000534497.5 cds chromosome	792	365	46.09 %
>ENST00000529871.1 cds chromosome	333	148	44.44 %
>ENST00000528974.1 cds chromosome	906	412	45.47 %
>ENST00000904258.1 cds chromosome	1071	483	45.10 %
>ENST00000904259.1 cds chromosome	1221	547	44.80 %
>ENST00000904260.1 cds chromosome	1008	460	45.63 %
>ENST00000315330.8 cds chromosome	843	415	49.23 %
>ENST00000457018.6 cds chromosome	744	354	47.58 %
>ENST00000420265.2 cds chromosome	567	280	49.38 %
>ENST00000902292.1 cds chromosome	924	458	49.57 %
>ENST00000370351.9 cds chromosome	1311	809	61.71 %
>ENST00000370349.7 cds chromosome	1293	793	61.33 %
>ENST00000411611.1 cds chromosome	457	291	63.68 %
>ENST00000878412.1 cds chromosome	1281	788	61.51 %
>ENST00000878413.1 cds chromosome	1377	852	61.87 %
>ENST00000878414.1 cds chromosome	1344	839	62.43 %
>ENST00000878415.1 cds chromosome	1335	827	61.95 %
>ENST00000878416.1 cds chromosome	1290	797	61.78 %
>ENST00000930362.1 cds chromosome	1113	680	61.10 %
>ENST00000930363.1 cds chromosome	1305	805	61.69 %
>ENST00000954464.1 cds chromosome	1362	844	61.97 %
>ENST00000439290.5 cds chromosome	972	611	62.86 %
>ENST00000445183.5 cds chromosome	1050	661	62.95 %
>ENST00000358369.8 cds chromosome	1782	1112	62.40 %
>ENST00000414342.1 cds chromosome	432	274	63.43 %
>ENST00000684074.1 cds chromosome	1782	1112	62.40 %
>ENST00000885493.1 cds chromosome	1740	1090	62.64 %
>ENST00000885494.1 cds chromosome	1782	1112	62.40 %
>ENST00000885495.1 cds chromosome	1752	1095	62.50 %
>ENST00000885496.1 cds chromosome	1782	1112	62.40 %
>ENST00000923055.1 cds chromosome	1782	1112	62.40 %
>ENST00000942814.1 cds chromosome	1776	1108	62.39 %
>ENST00000942815.1 cds chromosome	1665	1049	63.00 %
>ENST00000942816.1 cds chromosome	1728	1079	62.44 %
>ENST00000942817.1 cds chromosome	2124	1323	62.29 %
>ENST00000942818.1 cds chromosome	1287	807	62.70 %
>ENST00000942819.1 cds chromosome	1989	1238	62.24 %
>ENST00000942820.1 cds chromosome	1740	1090	62.64 %
>ENST00000577936.2 cds chromosome	1947	1222	62.76 %
>ENST00000579795.6 cds chromosome	1947	1222	62.76 %
>ENST00000226247.2 cds chromosome	1947	1222	62.76 %
>ENST00000675386.2 cds chromosome	7827	5344	68.28 %
>ENST00000584436.7 cds chromosome	7920	5394	68.11 %
>ENST00000431842.6 cds chromosome	3702	1403	37.90 %
>ENST00000493960.6 cds chromosome	4539	1832	40.36 %
>ENST00000355628.9 cds chromosome	4830	1909	39.52 %
>ENST00000614531.1 cds chromosome	3108	1179	37.93 %
>ENST00000683822.1 cds chromosome	5013	1997	39.84 %
>ENST00000888591.1 cds chromosome	4158	1645	39.56 %
>ENST00000053243.6 cds chromosome	555	246	44.32 %
>ENST00000396495.3 cds chromosome	408	189	46.32 %
>ENST00000562385.1 cds chromosome	402	178	44.28 %
>ENST00000252318.7 cds chromosome	1914	945	49.37 %
>ENST00000542998.5 cds chromosome	486	245	50.41 %
>ENST00000902363.1 cds chromosome	1911	943	49.35 %
>ENST00000710637.1 cds chromosome	519	283	54.53 %
>ENST00000665637.1 cds chromosome	2652	1252	47.21 %
>ENST00000401957.6 cds chromosome	1743	786	45.09 %
>ENST00000344041.10 cds chromosome	2193	964	43.96 %
>ENST00000458533.5 cds chromosome	426	165	38.73 %
>ENST00000451559.1 cds chromosome	375	202	53.87 %
>ENST00000420196.5 cds chromosome	467	227	48.61 %
>ENST00000405243.1 cds chromosome	1203	626	52.04 %
>ENST00000698260.1 cds chromosome	12213	5972	48.90 %
>ENST00000261383.3 cds chromosome	12351	6057	49.04 %
>ENST00000685858.1 cds chromosome	12393	6077	49.04 %
>ENST00000306801.8 cds chromosome	4008	2366	59.03 %
>ENST00000697423.1 cds chromosome	4062	2403	59.16 %
>ENST00000570891.5 cds chromosome	1140	625	54.82 %
>ENST00000544334.6 cds chromosome	3534	2067	58.49 %
>ENST00000576366.1 cds chromosome	708	465	65.68 %
>ENST00000543307.5 cds chromosome	585	323	55.21 %
>ENST00000718431.1 cds chromosome	828	458	55.31 %
>ENST00000392219.7 cds chromosome	537	300	55.87 %
>ENST00000592290.5 cds chromosome	372	188	50.54 %
>ENST00000541435.6 cds chromosome	537	300	55.87 %
>ENST00000590686.5 cds chromosome	537	300	55.87 %
>ENST00000342879.7 cds chromosome	537	300	55.87 %
>ENST00000588699.5 cds chromosome	585	323	55.21 %
>ENST00000423817.7 cds chromosome	537	300	55.87 %
>ENST00000392217.3 cds chromosome	324	180	55.56 %
>ENST00000876479.1 cds chromosome	444	249	56.08 %
>ENST00000876480.1 cds chromosome	447	247	55.26 %
>ENST00000876481.1 cds chromosome	462	258	55.84 %
>ENST00000876482.1 cds chromosome	444	249	56.08 %
>ENST00000876483.1 cds chromosome	537	300	55.87 %
>ENST00000876484.1 cds chromosome	537	300	55.87 %
>ENST00000876485.1 cds chromosome	444	249	56.08 %
>ENST00000922558.1 cds chromosome	531	297	55.93 %
>ENST00000922560.1 cds chromosome	663	378	57.01 %
>ENST00000922561.1 cds chromosome	537	300	55.87 %
>ENST00000922562.1 cds chromosome	498	275	55.22 %
>ENST00000922563.1 cds chromosome	342	192	56.14 %
>ENST00000922564.1 cds chromosome	444	249	56.08 %
>ENST00000922565.1 cds chromosome	354	196	55.37 %
>ENST00000922566.1 cds chromosome	462	258	55.84 %
>ENST00000922568.1 cds chromosome	447	247	55.26 %
>ENST00000922569.1 cds chromosome	456	255	55.92 %
>ENST00000922570.1 cds chromosome	372	205	55.11 %
>ENST00000922571.1 cds chromosome	507	287	56.61 %
>ENST00000922572.1 cds chromosome	537	300	55.87 %
>ENST00000922573.1 cds chromosome	462	258	55.84 %
>ENST00000922574.1 cds chromosome	444	249	56.08 %
>ENST00000922575.1 cds chromosome	369	207	56.10 %
>ENST00000922576.1 cds chromosome	537	300	55.87 %
